@relation FAQ
@attribute id string
@attribute text string
@attribute domain numeric
@data
"ENG_SPORTS_185"," WT TP STRK R BKMN FLR PTNT  ",7
"ENG_SPORTS_186"," WT SNTR ALKS KMNK IST PTNT FLX TLT ",7
"ENG_SPORTS_187"," WT PRTB TFS JMS SPNK INFN  USNK SP BKS PL KS FN TP ",7
"ENG_SPORTS_188"," WT LNTM INFN EST FRMN XRS SMRN  BK ",7
"ENG_SPORTS_189"," WT FT PRTK PLT MRJT INFN  TRTN OLS TRJN ",7
"ENG_SPORTS_190"," WT BRTX LTNN IT FL KNST XL MSKT BLS XRJ KNPT ",7
"ENG_SPORTS_191"," W AFRJ PTNT WKS LF ",7
"ENG_SPORTS_192"," WT KXN INFN TP PRS  XKK WRLT FR ",7
"ENG_SPORTS_193"," WT KMPN WRLT ELKT T0BR ",7
"ENG_SPORTS_194"," WT ETWN BTNK INFN XNJN ENKL LNTS S ",7
"ENG_SPORTS_195"," WT INFN KPNK KLT AR BLTN WNTR PTNT 0FLS FN KNL IN ",7
"ENG_SPORTS_196"," WT BNJM HLT INFN NS FRMR  ",7
"ENG_SPORTS_197"," WT KNTN MKR SM TR LFS  YRS ",7
"ENG_SPORTS_198"," WT TTRM SKS KRKT EMBR HMTT JNTK ",7
"ENG_SPORTS_199"," WT IMBB PRFL FRT KRP WRLT ",7
"ENG_SPORTS_200"," WT KLR SBRS BLK STRP SKS MN0S LF ",7
"ENG_SPORTS_201"," WT MLSK OBLJ XR NM WTRP WX ",7
"ENG_SPORTS_202"," WT ANML FLX SNTT ANTS JRK KLT XRK ",7
"ENG_SPORTS_203"," WT KLRS MKPS F0RS ",7
"ENG_SPORTS_204"," WT MTJN KS ",7
"ENG_SPORTS_205"," WT TRK UNFR PNSL ANML KLNK PRSK TPRS TKS ",7
"ENG_SPORTS_206"," WT AMFB RS RN RNRM ",7
"ENG_SPORTS_207"," WT KST HLF T0S NTRL TSST   ",7
"ENG_SPORTS_208"," WT MNRL AKKN  PRSN ER0S KMPS ",7
"ENG_SPORTS_209"," WT ANSN KRKS BLF KRS TJR HRS ",7
"ENG_SPORTS_210"," WT PRYN MNTS STR HNTR O0KS ",7
"ENG_SPORTS_211"," WT ELMN EFNT RJFN PRR KSNK PLNT KR TLR FLWR PRTS ST ",7
"ENG_SPORTS_212"," WT SMPL KRTR EMPL ORKN KRBJ FRMK ",7
"ENG_SPORTS_213"," WT KRK ANNS  BK WMN SFR STR T WNTR UTRS ",7
"ENG_SPORTS_214"," H TS ANT SRFF WTR ",7
"ENG_SPORTS_215"," WTS TRM ATLT ML PK ",7
"ENG_SPORTS_216"," WT KRTR TNK WS KRN ELFN ",7
"ENG_SPORTS_217"," WT AMFB PLN ELTR SKST TT J T0 FRMR ",7
"ENG_SPORTS_218"," WT TRS PNS T LN INTR FLRT  ",7
"ENG_SPORTS_219"," WT KRTR KS PRT KNS  PNTS HR ",7
"ENG_SPORTS_220"," WTS EKSP PPLR FRT ",7
"ENG_SPORTS_221"," H FT TL KTL XLTR ",7
"ENG_SPORTS_222"," WT RTNT BLFT T0 ANSN RMNS LF KMS T0X SFRR ",7
"ENG_SPORTS_223"," WT B LRF XNS BKMN STPS ETNK RYL JL TS ",7
"ENG_SPORTS_224"," WT STS STRT STWL RSFT  TNS TL ET EKSK TPST PPR SKPR L PST  ",7
"ENG_SPORTS_225"," WT PPL ATPT SLR YR NTSN SPRN HLTS BJNN OKKR WNTR ",7
"ENG_SPORTS_226"," WT TP WL TF  FT ",7
"ENG_SPORTS_227"," WT W0R FNMN MSRT BFRT SKL ",7
"ENG_SPORTS_228"," WT ERPN KNTR AKKN  PRSN WRLT PRNS PRTS KLFR ",7
"ENG_SPORTS_229"," WTS KMN TRK PT TK PRFR ",7
"ENG_SPORTS_230"," WT ORKN OKSJ KSS ANJN PKTR PN ",7
"ENG_SPORTS_231"," WT TRTT AP MLXN PRSN FRST ",7
"ENG_SPORTS_232"," WT ORKN BFL PLNS INTN YL PNT ",7
"ENG_SPORTS_233"," WT XRKT MNRL TSKR MS SKL ",7
"ENG_SPORTS_234"," WT ORKN ELKT  JJS WRLT KRT ",7
"ENG_SPORTS_235"," WT IRX PLTK MFMN NMT FRS MNNK W ORSL ",7
"ENG_SPORTS_236"," WT NXN MFT HBRT HMFR TKLN SKRT OFR HLP FNNS  PRST KMPK ",7
"ENG_SPORTS_237"," WT FSSS WRTS UNTR NRS SPK JRMN ",7
"ENG_SPORTS_238"," WT TKTT AFKX TBT EL MKSM FNS ",7
"ENG_SPORTS_239"," WT TYR ERNN BT RPTX 0RWN PPS KRML WLS  ",7
"ENG_SPORTS_240"," WT KNTR W0RT BLNS TRP HNTR BMBS NR0 AMRK WRLT WR I ",7
"ENG_SPORTS_241"," WT SXLS RTRS WRTS WR LST WRTS FLS HFNT EN ",7
"ENG_SPORTS_242"," WT FRMR SFT NSPP TPNT KX KRK KMNS PRT ST ALF S ",7
"ENG_SPORTS_243"," WT STRT ISLN PRTK AL BRTN AKSS WRLT WR I ",7
"ENG_SPORTS_244"," WT KNTR TSPT LRJS STR BTL HSTR OKTB T  ",7
"ENG_SPORTS_245"," WT MLN PRSN T MNNK STLN KLM FRST LBR KMP ",7
"ENG_SPORTS_246"," WT  PKT KST WNST XRXL UTR W SSTN TFT WR ",7
"ENG_SPORTS_247"," WS BLFT BRT TNPT TMBS MRKT LTR F ",7
"ENG_SPORTS_248"," WT JRMN PBLK TN EKSS ERN FF PRSN ",7
"ENG_SPORTS_249"," WTS ISLM RSST MFMN PLST ",7
"ENG_SPORTS_250"," WT NXN BNST ORKN AMRK STTS  ",7
"ENG_SPORTS_251"," WT PLTK SSTM KRTL TSMN S0 AFRK STTN  ",7
"ENG_SPORTS_252"," WT FMS SWS STSN NKLR BMBS F I NN I WXMK ",7
"ENG_SPORTS_253"," W YKL AMR ASSN  ",7
"ENG_SPORTS_254"," W RKNN ARB RLR  ",7
"ENG_SPORTS_255"," WT RYL BRFL BNXT SR WLTR RL TWR LNTN HRNK SKRT MRJ MT HNR ",7
"ENG_SPORTS_256"," WT WR LSTT JN  JN   ",7
"ENG_SPORTS_257"," WT PLX PLTK MFMN SPRT PP JN PL I S ",7
"ENG_SPORTS_258"," WT ARJN BRT MLN SMTR PSTN MR MK ",7
"ENG_SPORTS_259"," SKNT NR0 S0 ERP ",7
"ENG_SPORTS_260"," WX ARKT KNTR FNX NM LPN L ",7
"ENG_SPORTS_261"," STRT JBRL KNKT ATLN OSN S ",7
"ENG_SPORTS_262"," WX KNTR KLT HLNK RPBL ",7
"ENG_SPORTS_263"," WT ERPS MNTN KNTR ",7
"ENG_SPORTS_264"," 0 ISLN RHTS BLNK MTTR KNTR ",7
"ENG_SPORTS_265"," ER TNL LNKS KNTR ",7
"ENG_SPORTS_266"," LFT BNK RFRS LFT BNK SN ST ",7
"ENG_SPORTS_267"," OKNW FLKN KNTR ",7
"ENG_SPORTS_268"," WT LRJS KNTR S0 AMRK ",7
"ENG_SPORTS_269"," WT ANSN ST KRFT RT RK JRTN FRKT ERPN 0 SNTR ",7
"ENG_SPORTS_270"," WX SFN WNTR WRLT EFSS ",7
"ENG_SPORTS_271"," WT ORJN PRPS LNNK TWR PS ",7
"ENG_SPORTS_272"," WT ISLN SN FRNS B ST ESKP PRSN ",7
"ENG_SPORTS_273"," WT FRMR ST TMPL SLKB RMSS I NFRT MFT FLTN WTRS ASWN H TM ",7
"ENG_SPORTS_274"," WR FL KNKS SN TRRS ATK  ",7
"ENG_SPORTS_275"," H ISLN INTN HF ",7
"ENG_SPORTS_276"," WX KNTR KNTN BBLK RFRS TKRS EFRT ",7
"ENG_SPORTS_277"," WT ST PTRS KLT 0 SNTR ",7
"ENG_SPORTS_278"," WX KNTR LS NR0 ASTR S0 PLNT ",7
"ENG_SPORTS_279"," WT NM PPLR HLT MRSL L SPS ",7
"ENG_SPORTS_280"," H TL EFL TWR ",7
"ENG_SPORTS_281"," ARXL BLF LKTT BRL ST BTKK BRTX KN LT BLT RFLT RMN RL SNTR AT WR IT ",7
"ENG_SPORTS_282"," WT MTL ESTR KNTR NM INKL NM ITS RLR ",7
"ENG_SPORTS_283"," WT NM MSKS LRJS TPRT STR ",7
"ENG_SPORTS_284"," WX KNTR FLKN O0R ",7
"ENG_SPORTS_285"," WX NTST BLNT WN OSKR KKTS FLWR ",7
"ENG_SPORTS_286"," W LRT LN XS PL KL MNRS TTR ",7
"ENG_SPORTS_287"," TTNK WN  OSKR NMNT ",7
"ENG_SPORTS_288"," W WN BST SPRT AKTR AWRT HN ANT HR SSTR ",7
"ENG_SPORTS_289"," FLM XR WN OSKR PLYN LRT KSTR ",7
"ENG_SPORTS_290"," TKT 0 SNTR OSKR BRN ",7
"ENG_SPORTS_291"," WS  OSKR KLR AWRT BLK AMRK  YRS ",7
"ENG_SPORTS_292"," FR FLM JT TNX NMNT OSKR ",7
"ENG_SPORTS_293"," WT NM TTR OSKR WNR JL KR STRT TRT TNSN ",7
"ENG_SPORTS_294"," WX STF WNTR SNK WN OSKR 0 WMN RT ",7
"ENG_SPORTS_295"," W OSKR SL FLTS TTR STL MKNL ",7
"ENG_SPORTS_296"," WX AKTR HSTR WN OSKR FR RMN HLT TN FR ONTN YR ",7
"ENG_SPORTS_297"," WX FRNX AKTR OSKR SRN T BRJR ",7
"ENG_SPORTS_298"," WX ANFR OSKR SLBR  ",7
"ENG_SPORTS_299"," W WN OSKR MSK XRTS FR ",7
"ENG_SPORTS_300"," WX FNT WN HNRR AWRT  ",7
"ENG_SPORTS_301"," FR FLM RBRT T NR WN OSKR ",7
"ENG_SPORTS_302"," WX  MLTT BST MXL ONTT NFL ",7
"ENG_SPORTS_303"," WX FML BST JNRX OSKR WNRS INKL MTLT JN ",7
"ENG_SPORTS_304","  SKSS MXL TKLS MF WN OSKR ",7
"ENG_SPORTS_305"," WX SKSS SNK TP KN HT BRLN ",7
"ENG_SPORTS_306"," WT NXNL SF OSKR SFS XS ",7
"ENG_SPORTS_307"," WT BRKF SRL SN KK BRT KK FR ",7
"ENG_SPORTS_308","  ANML KRKR BKS TSNT STRN HNTL ",7
"ENG_SPORTS_309"," ON FJTB ANSN EJPX HNT TKNK O0 ",7
"ENG_SPORTS_310"," H FLWR TSN STMP OR KK ",7
"ENG_SPORTS_311"," BLKT PS PSHT 0 ",7
"ENG_SPORTS_312"," WT BNN BNN OL ",7
"ENG_SPORTS_313"," NM TMNS PS XN STRT ",7
"ENG_SPORTS_314"," WT MRKR KLT MRKT ENKL ",7
"ENG_SPORTS_315"," WT TP SLNK SPSS WRLT ",7
"ENG_SPORTS_316"," WT NM XRS MRKT  AK ",7
"ENG_SPORTS_317"," WT FLFR IS KRM BSKN INTR KMMR AMRK LNTN MN JL   ",7
"ENG_SPORTS_318"," WT WTL ETN FX WRLT ",7
"ENG_SPORTS_319"," WT NM EFRK XRB KPRS ",7
"ENG_SPORTS_320"," WT FRTS KRST PRTS NKTR ",7
"ENG_SPORTS_321"," WT ANML MLK A0NT ITLN MSRL XS ",7
"ENG_SPORTS_322"," WT NXN PRTS 0RTS WRLT FNL ",7
"ENG_SPORTS_323","  KNT MKR MLTN S HRX SWX KRML XKLT BRS  ",7
"ENG_SPORTS_324"," WT TRNK BLT MR ORJN KLT ",7
"ENG_SPORTS_325"," WT KMRX MNFK BRKF SRL ",7
"ENG_SPORTS_326"," WT AMRK ST PRTS EK RLS SLT KRSR STRS UNTT STTS ",7
"ENG_SPORTS_327"," WT J HNS  FRTS ",7
"ENG_SPORTS_328"," WT LTRL MNNK ITLN WRT LNKN ",7
"ENG_SPORTS_329"," WR PNPL PLNT ORJN ",7
"ENG_SPORTS_330"," WT ESNX FTMN FNT WT PTT ",7
"ENG_SPORTS_331"," WT NXNS TRSR INKL SSTN XPL ",7
"ENG_SPORTS_332"," WX EKST NR0T JPN NR0 KR TRK ",7
"ENG_SPORTS_333"," WT KNTR AFKN ESKP KBR PS ",7
"ENG_SPORTS_334"," WT KNTR SNTW TT S ",7
"ENG_SPORTS_335"," WT US KS PPL ",7
"ENG_SPORTS_336"," WT KNTN BSTS TLFN LNS ",7
"ENG_SPORTS_337"," WT FTR SFT RPBL PRTS ONTH WRLT OL  ",7
"ENG_SPORTS_338"," WT AFRK KNTR BRTR NMB BTSW SMBB MSMB ",7
"ENG_SPORTS_339"," WTS SNTR AMRK KNTR KSTL KRBN ",7
"ENG_SPORTS_340"," WT NR0 AMRK MNTN RNJ APT ANKR  MNTT KNTR ",7
"ENG_SPORTS_341"," WT ST HTKR SR PPLX KR0 IMPT INST AMRK ",7
"ENG_SPORTS_342"," WT ST BSTS BRT TRT B SLS HLF WRLT WT KRN ",7
"ENG_SPORTS_343"," WT ISLN BSTS MNT FJ ",7
"ENG_SPORTS_344"," WT ERPN KNTR KMN NM T FRS ",7
"ENG_SPORTS_345"," WT TSRT BTSW NMB S0 AFRK KMN ",7
"ENG_SPORTS_346"," WT US PRSN RSTN BRN KNTR ",7
"ENG_SPORTS_347"," WTS WRLT ISLN MNTN ",7
"ENG_SPORTS_348"," WT KNTR BLTN STM LKMT  ",7
"ENG_SPORTS_349"," WX ERPN KNTR LT WRLT WN KNSM PR KPT ",7
"ENG_SPORTS_350"," WT WRLT MNTM STRK  PST SNTR TWR LNKL K0TR ",7
"ENG_SPORTS_351"," WT WSTR 0RLT FRMN STT ",7
"ENG_SPORTS_352"," WTS S0 AMRK KNTR PSFK KRBN KST ",7
"ENG_SPORTS_353"," WT INTR HW KNKT BSTN STL ",7
"ENG_SPORTS_354"," WT BSTS TN LRJS AMRK INTN RSRF ",7
"ENG_SPORTS_355"," WT KNTN STS NM MNS MT WTR ",7
"ENG_SPORTS_356"," WT TSRT TFT LFNK KRS RX LK NKM ",7
"ENG_SPORTS_357"," WT KNTR SNT  SNSS WRKR KNT HMLS PPLX  ",7
"ENG_SPORTS_358"," WT AMRK KL HNK H XNS SKNT RFR ",7
"ENG_SPORTS_359"," WT RSN RPBL KPTL KRSN ",7
"ENG_SPORTS_360"," WT US FR0 LRJS KNTR LNT MS  ",7
"ENG_SPORTS_361"," WT YLST RFR RS IN ",7
"ENG_SPORTS_362"," WT ISLN ENTR MNT ETNS R0  TMS ",7
"ENG_SPORTS_363"," H MN0S RSTN TRMS NRW SNK SNST ",7
"ENG_SPORTS_364"," WT KNTR RKKN MKSK INTP  ",7
"ENG_SPORTS_365"," WT ENSK ETXN  TSKR KLFR  KNTR WST INTS ",7
"ENG_SPORTS_366"," W AMRK FS PRST PRST RSKN ",7
"ENG_SPORTS_367"," SLT MXN LS FKS INHB ",7
"ENG_SPORTS_368"," WT T JNS INTS AFRJ BRK   MRKS ",7
"ENG_SPORTS_369"," W KR TN WRM BSKT RTS FR0 FYJ N WRLT ",7
"ENG_SPORTS_370"," WT TSKR FS PRST SKL YRBK KT RT N ONS WT WR0 PNT SR ",7
"ENG_SPORTS_371"," WX HNR FS WFS BR0 ELSB I ",7
"ENG_SPORTS_372"," WT 0TSN PRST ERNS NTT 0 BLT STRN BLT ",7
"ENG_SPORTS_373"," WT KNTR LT ARB NXNS TRPS PRTS OPRX TSRT STRM ",7
"ENG_SPORTS_374"," W JRJ BX AKKS  KRTT MMBR AMRK SFL LBRT UNN  ",7
"ENG_SPORTS_375"," WT PRST ELKX RPBL TB TMKR PRT KMNS KRPX KR ",7
"ENG_SPORTS_376"," WT PSXN ELN KLNS FML HLT SPS XTL MSN ",7
"ENG_SPORTS_377"," WT FT MN KLT KRST S0 FTNM ",7
"ENG_SPORTS_378"," WT RSN KLRK PSNT XT FNL TRNT TSMB   ",7
"ENG_SPORTS_379"," W LT MLN MN MRX WXNK ",7
"ENG_SPORTS_380"," WT KNTR SFRT WRST ER0K HSTR KLNK     ",7
"ENG_SPORTS_381"," WT ESTR ERPN ST ST LBRT WRLT WR I ",7
"ENG_SPORTS_382"," WT KNTR TTL NRF KS SRN KRTX MNRT S ",7
"ENG_SPORTS_383"," WT JS NKNM TP KN PRXN KLF WR ",7
"ENG_SPORTS_384"," WT TRT UNN FNL LKLS PLNT  ",7
"ENG_SPORTS_385"," WT SMBL LNKT TMKR PRT  KRTN 0MS NST ",7
"ENG_SPORTS_386"," WT HR KLHN LN RNLT RKN INFK TKS INKR ",7
"ENG_SPORTS_387"," WT EKSP NR0 KRLN FNX HSTR WRLT BNXT TWR LNTN ",7
"ENG_SPORTS_388"," W PRST US UNKL SM BRT ",7
"ENG_SPORTS_389"," W ATLF HTLR TKTT MN KMPF PRSN ",7
"ENG_SPORTS_390"," WT STRK  MLS  ",7
"ENG_SPORTS_391"," WT SPRT SPRK WR EL SLFT HNTR UNPP RFRS KL  ",7
"ENG_SPORTS_392"," WT AMNT US BL RTS KRNT FRTM RLJN SPX PRS ",7
"ENG_SPORTS_393"," W TBT LNNS LFT LK STJS RSS MRKS MFMN ",7
"ENG_SPORTS_394"," WT TKTR KRT TRST 0MS JFRS S FFR HLPN TRMN IL KMT SST ",7
"ENG_SPORTS_395"," WT KNTR RLT   EKBR E0LW E0LB ",7
"ENG_SPORTS_396"," WT ELSB I RMFT PLSS HR 0NT XKS HLWT ",7
"ENG_SPORTS_397"," WT HSTR STRK SFT RL ESTT SNTK TNXN TKSS KTL HRS ",7
"ENG_SPORTS_398"," WS LTR RNLT RKN RT M SR I 0NK KT TT ",7
"ENG_SPORTS_399"," H PPL KLT  0R ML ISLN NKLR TSST ",7
"ENG_SPORTS_400"," WT BRTX PRM MNST TFNT FNTK N KNT XNJ MNT WNT XNJ SBJK ",7
"ENG_SPORTS_401"," WT JPNS WR KR MNT M LF FRFR ",7
"ENG_SPORTS_402"," W TSTN PLTK XNJN NM TFS  ",7
"ENG_SPORTS_403"," W PLTT ARPL SFR PSNJ FTLT  ",7
"ENG_SPORTS_404"," WT RFR HRNN T ST WT BRT IN ",7
"ENG_SPORTS_405"," W TNY  SN FRNS BNK RBR ",7
"ENG_SPORTS_406"," WT SFN0 KNK ISRL XRS NM HRMN MLFL LTRR XRKT ",7
"ENG_SPORTS_407"," WT US PRST TT  TS XT ",7
"ENG_SPORTS_408"," WT OTFT NXNL INTL TL SRKL  ",7
"ENG_SPORTS_409"," WT LTR  NFR LTL TM MX ",7
"ENG_SPORTS_410"," WT XLT NMS PLNJ US PPLR ATRB FMS  SKNT ",7
"ENG_SPORTS_411"," WT  HT MF BNT MLTR BSS RTSN KNFN PRFR WR TTL ITS ",7
"ENG_SPORTS_412"," WT AWRT FNTT  FNTT WT HLP BNK SWTN ",7
"ENG_SPORTS_413"," WT KNTR  XNS TRPS INFT FBRR  ",7
"ENG_SPORTS_414"," WT SP TN HTKR FRNX KLBR NSS WRLT WR I ",7
"ENG_SPORTS_415"," WT STKT WRLT WR I SP TTR NMT BNT SP ",7
"ENG_SPORTS_416"," WR BJNK XNS STTN BLT KTS TMKR M  ",7
"ENG_SPORTS_417"," WT A0R MFT  TMS SKS MN0S IST T0 0RT ",7
"ENG_SPORTS_418"," WT KNKT RSTN WMN US HSTR ELKT US KFRN INHR OFS HB ",7
"ENG_SPORTS_419"," WT SKRT TFNS ATMT FTNM WR MSTK  ",7
"ENG_SPORTS_420"," W I KNTK I KSXN ENFR RKLX FRMS RNXS ",7
"ENG_SPORTS_421"," WR I INFR SSTN FRMN ",7
"ENG_SPORTS_422"," WT ORKN ",7
"ENG_SPORTS_423"," IS OFXL TFNX RKNK ",7
"ENG_SPORTS_424"," WT SRTF ORKN MN ",7
"ENG_SPORTS_425"," KN TP AKRK PRTK SRTF ORKN ",7
"ENG_SPORTS_426"," W RKLT SRTF ORKN KLMS ",7
"ENG_SPORTS_427"," AR ORKN PRTK KMPL FR PSTS RSTS ",7
"ENG_SPORTS_428"," T ORKN FRMR PSTS ",7
"ENG_SPORTS_429"," H PRXS ORKN PRTK HLP WTR KLN ",7
"ENG_SPORTS_430","  ORKN FT SMTM KST MR ",7
"ENG_SPORTS_431"," WT PK TSS SWN INFL ",7
"ENG_SPORTS_432"," KN SWN INFL TRNS HMNS ",7
"ENG_SPORTS_433"," KN PPL KX SWN INFL ETNK PRK ",7
"ENG_SPORTS_434"," WT NXNL W0R SRFS PRKR ELMN ",7
"ENG_SPORTS_435"," T ELMN PRKR OFSS KLST PPL AFKT ",7
"ENG_SPORTS_436"," WT HPN NS EMPL PSXN ELMN ",7
"ENG_SPORTS_437"," WT SFNK FTRL TKSP ELMN PRKR ",7
"ENG_SPORTS_438"," WT SFNK BYNT FSKL YR  ",7
"ENG_SPORTS_439"," WSNT PRFT PRKR PRPS RKN ATMN ",7
"ENG_SPORTS_440"," 0S KTS TRP FNNX BKT  TRP PRKR KST LTL RN ",7
"ENG_SPORTS_441"," IF JTNK SRFS FR N IL P 0M WTS M J TKSP ",7
"ENG_SPORTS_442"," H KSTM JTNK SRFS PRFT SKTR ",7
"ENG_SPORTS_443","  NS TRMN TLRT AKRK W0R PRKR ",7
"ENG_SPORTS_444"," WT NS AKRK W0R SRFS ",7
"ENG_SPORTS_445"," WT PRTK PRFT AKRK W0R SRFS PRKR ELMN ",7
"ENG_SPORTS_446"," TS ELMN AKRK W0R SRFS PRKR MN FRMR FRKS INFR ",7
"ENG_SPORTS_447"," SPS KNKR TSTS FTR AKRK W0R PRKR ELMN WT HPNS 0N ",7
"ENG_SPORTS_448"," W TPKL KSTM NS AKRK FRKS ",7
"ENG_SPORTS_449"," WT AKRK W0R SRFS SNTR ",7
"ENG_SPORTS_450"," H TSXN ELMN AKRK W0R PRKR MT NS MSN PRTK LF PRPR ",7
"ENG_SPORTS_451","  AKRK W0R SRFS TRMN OKTB   NS SPXL FR W0R SRFS TRNS MRN RTFK BRTK US KST KRT ",7
"ENG_SPORTS_452"," W0 KNKR KNTN RSLX EFKT KNR AKRK W0R INFR TRMN AKRK W0R PRKR TM ",7
"ENG_SPORTS_453","  MNMM TMPR FRKS SSN ALWT KMPL S0RN STTS TRMN NR0R AKRK TSTR ",7
"ENG_SPORTS_454","  KRWR PKRS AMPL LT TM APRX MTRL PRFT SKTR ",7
"ENG_SPORTS_455"," WT KRNT RSPN AKRK W0R SRFS PRFT SKTR AFLB AR ",7
"ENG_SPORTS_456"," LST RSPN KRMR RPRT TTRM TKRT NS SRFS ESTR SLPS KSKT MNTN WXNK ORKN SKRM FL 0S LKS TKRT NS SRFS FLXN KRMR RPRT PLS EKSP ",7
"ENG_SPORTS_457"," I AFRT SRFS PRFT MTRL M ORXR SL SRS INKM WN LKL W0R OFS KLSS I W0R FRKS ",7
"ENG_SPORTS_458"," WL KLMT RKRT TSKN ",7
"ENG_SPORTS_459"," W RSPN TSXN TRMN AKRK W0R SRFS I RKRS MTR ",7
"ENG_SPORTS_460"," MN KRWR KNTR TNTT HRT ERNT MN FNNS N W0R RT PRPS BRTK AKRK W0R N N W0R RT INST NS TRMN AKRK W0R SRFS FL BTRY IS RFNT ",7
"ENG_SPORTS_461","  KLTN NS WT FRST SSN AKRK FRKS ",7
"ENG_SPORTS_462"," AR PRFT FRKS AFLB IMTT NS SSS AKRK W0R FRKS I FRKS N PRFT KMPN RT YR ",7
"ENG_SPORTS_463"," WL NS HSTR AKRK MTRL AFLB PRFT SKTR IF PRFT ENTT MTRL PRPR EKSK H NS KPNK RKRT ",7
"ENG_SPORTS_464"," WT PRFN MNST RSPN ENFR ASSM PRSS ONTR ",7
"ENG_SPORTS_465"," WT ENFR ASSM PRSS ONTR ",7
"ENG_SPORTS_466"," WT OMFR RL PRSS ",7
"ENG_SPORTS_468"," LST RSPN KRMR RPRT TTRM TKRT NS SRFS ESTR SLPS KSKT MNTN WXNK ORKN SKRM FL 0S LKS TKRT NS SRFS FLXN KRMR RPRT PLS EKSP ",7
"ENG_SPORTS_483"," WT IS MHNT SN THNS PRSN EML IT ",7
"ENG_SPORTS_484"," W MHNT SN THN ",7
"ENG_SPORTS_485"," W WRLT KRKT PLYR ",7
"ENG_SPORTS_486"," MS THN BR0R NM ",7
"ENG_SPORTS_487"," IS MSTH MSLM ",7
"ENG_SPORTS_488"," M THN HT ",7
"ENG_SPORTS_489"," WT THNS NKNM ",7
"ENG_SPORTS_490"," WT MS THNS PRNT NM ",7
"ENG_SPORTS_491"," TT THN RKRT OT SKR ",7
"ENG_SPORTS_492"," IS THN STLX BTSM ",7
"ENG_SPORTS_493"," WT MS THNS KRNT HM ATRS ",7
"ENG_SPORTS_494"," WR MHNT OT TBT ",7
"ENG_SPORTS_495"," H TBL SNTR RHL TRFT TST KRKT ",7
"ENG_SPORTS_496"," MHNT SN THN YTF ",7
"ENG_SPORTS_497"," MS THN ENKJ ",7
"ENG_SPORTS_498"," APRT JHRK RNJ TM THN RPRS ",7
"ENG_SPORTS_499"," WR THN SKR TST SNTR ",7
"ENG_SPORTS_500"," H YFRJ SN ",7
"ENG_SPORTS_501"," W TP  RXST SPRT PLYR ER0 ",7
"ENG_SPORTS_502"," WX INTN KRKT PLYR WRS JRS  ",7
"ENG_SPORTS_503"," AR TR OTS FTBL ENKL ",7
"ENG_SPORTS_504"," WT TM SPRT SPRT ",7
"ENG_SPORTS_505"," NM MHNT SN THNS F0R ",7
"ENG_SPORTS_506"," WT IS HT OF THN ",7
"ENG_SPORTS_507"," TT SNLK WR HLMT ",7
"ENG_SPORTS_508"," WT MML WRLT ",7
"ENG_SPORTS_509"," H TL SXN TNTL ",7
"ENG_SPORTS_510"," W INTN BTSM HT SNTR TST TBT ENKL ENKL HM ",7
"ENG_SPORTS_511"," WX KNTR SXN TNTL PL TST MX ",7
"ENG_SPORTS_512"," WR SXN TNTL BRN ",7
"ENG_SPORTS_513"," WT SLR KRKT PLYR ",7
"ENG_SPORTS_514"," LST TN SNTR H MXS INT WN SXN SKRT SNTR ",7
"ENG_SPORTS_515"," AKNS TM SNL KFSK TST TBT ",7
"ENG_SPORTS_516"," IS SNLK ST KPTN INT TST KRKT ",7
"ENG_SPORTS_517"," W KTM KMBH KX ",7
"ENG_SPORTS_518"," WT NMS FMS INTN KRKT ",7
"ENG_SPORTS_519"," WT BR0T SNLK ",7
"ENG_SPORTS_520"," WX TM FRNT MKS OT TBT ",7
"ENG_SPORTS_521"," IS UMXY INTR KRKT ",7
"ENG_SPORTS_522"," WT YFRJ SNS BR0T ",7
"ENG_SPORTS_523"," W SN SNL KFSK ",7
"ENG_SPORTS_524"," WT PPLR FT ETN INTN KRKT KM ",7
"ENG_SPORTS_525"," WT SNL KFSK UMPR TK BRT HR TRBL BTNK TST MX ",7
"ENG_SPORTS_526"," MSTH FRM ",7
"ENG_SPORTS_527"," W SWK OT PRTN ",7
"ENG_SPORTS_528"," IS KRKT NM STRT E ",7
"ENG_SPORTS_529"," FRST INTN PST SKS TBL SNTR TST KRKT ",7
"ENG_SPORTS_530"," FF INTN KRKT KLNL PRT ",7
"ENG_SPORTS_531"," W TP TN TST KRKT RN SKRR  FR ",7
"ENG_SPORTS_532"," H JN KRKT TM ",7
"ENG_SPORTS_533"," AKNS TM SXN TNTL TST TBL SNTR ",7
"ENG_SPORTS_534"," WX INTN KRKT HTRK TST KRKT ",7
"ENG_SPORTS_535"," WRLT KRKT STTM ",7
"ENG_SPORTS_536"," H RNS SNLK MT ",7
"ENG_SPORTS_537"," H SNLK M0R HLP BTNK PRKT ",7
"ENG_SPORTS_538"," WT NM INTN KRKT SRNM STRT LTR P ",7
"ENG_SPORTS_539"," W KPTN INTN KRKT TM ",7
"ENG_SPORTS_540"," W SNTR MKR KLS KRKT ",7
"ENG_SPORTS_541"," WT YSF P0NS HT ",7
"ENG_SPORTS_542"," WT TSTF KRKT ",7
"ENG_SPORTS_543"," WX INTN KRKT TTL TJR ",7
"ENG_SPORTS_544"," WT ORJN NM SNL KFSK ",7
